train_id,ref,tester,summary,create_date,status,priority,severity,resolution,implemented_date,release_fixed,release_found,sw_blocker,targetsw,testcase,triage,owner,assement,reject_cat,farea,Description
1309,SWDEV-89972,rnayak,[IV][Win7_64] 16 % score drop is observed in running PCMARK8 (Video group chat v2) test,44:00.0,Closed,P2 (Must Solve),Critical,Workaround,Mar 14 2016 2:51PM,,16.2,No,172591,2674663,KMD-Triage,IV,CQE Escape,,,"Configuration ------------------ CPU    : AMD A10-8700P Radeon R6, 10 Compute Cores 4C+6G OS      : Win7-64bit , I image Chipset    : 80af ASIC    : FUSION CARRIZO Device ID :9874 BUILD   : 16.20-160313n-230356E-ATI Machine : HY-IN-IVT1-117   Build Location : \\hydincbt03\build\1603131900\image\16.20\16.20_BR230356   Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said mainline nightly driver  - Install PCMARK8 thru TACC or manually ->Run Creative 2.0 ->Run Video group chat v2 test - Check the score for Video group chat v2   Expected: ---------- Score should equal or less than baseline score ( Lower the score is good) Actual: --------- Score drop is observed                          SCORES ------                                             03/10     03/13                                               -------     ------ Video group chat v2                 49         57 Regration ========= 16.20-160313n-230356E-ATI - FAIL 16.20-160310n-230356E-ATI - PASS   Triaging ========= Replacing the atikmdag.sys file with passing driver (16.20-160310n-230356E-ATI) to failling driver (16.20-160313n-230356E-ATI) score drop didn't observed. ?"
1310,SWDEV-90071,rnayak,[IV][Win10_64] System crash observed during running PCMARK8 benchmark on BAFFIN,36:00.0,Closed,P2 (Must Solve),Critical,Rejected - Duplicate,,,16.2,No,172591,155697,Content Security,IV,CQE Escape,,,"Configuration ------------------ CPU    : AMD A10-5800K APU with Radeon(tm) HD Graphics OS      : Win10-64bit , 10586.Th2 image Chipset    : a88x-g43--ms-7793- ASIC    : AI BAFFIN Device ID :67FF BUILD   : 16.20-160314n-230356E-ATI Machine : HY-IN-IVT1-122 BIOS Ver: C9810100.019   Build Location : \\hydincbt03\build\1603141900\image\16.20\16.20_BR230356   Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said mainline nightly driver  - Install PCMARK8 thru TACC or manually ->Run Creative 3.0 full batch (all sub test) - Wait 10-15 min to finish the test    Expected: ---------- PCMARK8 should run properly and give apropriate results Actual: --------- System crash observed                          Regration ========= 16.20-160314n-230356E-ATI - FAIL 16.20-160310n-230356E-ATI - PASS   Triaging ========= Replacing the atikmdag.sys file with passing driver (16.20-160310n-230356E-ATI) to failling driver (16.20-160314n-230356E-ATI) score drop didn't observed.   ?"
1311,SWDEV-90268,pbvemula,[Dumps] 0x3B_VRF_win32kbase!ApplyPathsModality,20:00.0,Opened,P3 (Solution Desired),High,,,,16.2,No,,,Stress,IV,CQE Escape,,Stress,"Description: Issue : 0x3B_VRF_win32kbase!ApplyPathsModality Resolution: Likely OS Issue OS: WIN10x64_10586 Image. Configurations :    Host_Name(ASIC) Repro count on Machine HY-IN-IVT4-49 (VI HAWAII)(67B1)()(0)(ga-890gpa-ud3h) (AMD Phenom(tm) II X6 1055T Processor 2800 MHz)(4094) 1 HY-IN-IVT4-52 (CI OLAND)(6610)()(0)(p9x79) (Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz 3201 MHz)(8134) 50 HY-IN-IVT4-53 (SI TAHITI)(679B)(SI TAHITI)(679B)(ga-990xa-ud3) (AMD FX(tm)-4100 Quad-Core Processor 3600 MHz)(8174) 16 HY-IN-IVT4-54 (CI OLAND)(6610)()(0)(dx79si) (Intel(R) Core(TM) i7-3960X CPU @ 3.30GHz 3301 MHz)(8117) 17 HY-IN-IVT4-55 (SI CAPE VERDE)(683F)()(0)(a88xm-e35--ms-7721-) (AMD A10-6800K APU with Radeon(tm) HD Graphics 4100 MHz)(8150) 1 HY-IN-IVT4-56 (VI HAWAII)(67B0)()(0)(ga-890fxa-ud5) (AMD Phenom(tm) II X6 1090T Processor 3200 MHz)(8190) 10 HY-IN-IVT4-59 (SI TAHITI)(6798)()(0)(a88x-pro) (AMD A10-7850K Radeon R7, 12 Compute Cores 4C+8G 3700 MHz)(16322) 2 HY-IN-IVT4-60 (SI PITCAIRN)(6810)()(0)(m4a89td-pro-usb3) (AMD Phenom(tm) II X6 1075T Processor 3000 MHz)(8191) 22 HY-IN-IVT4-62 (PI FIJI)(7300)()(0)(maximus-iv-extreme) (Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz 3401 MHz)(8169) 28 HY-IN-IVT8-31 (CI MARS)(6601)()(0)(f2a55m-ds2) (AMD A4-4000 APU with Radeon(tm) HD Graphics 3000 MHz)(8142) 8 HY-IN-IVT8-35 (VI HAWAII)(67B1)()(0)(ga-890fxa-ud5) (AMD Phenom(tm) II X6 1090T Processor 3200 MHz)(8190) 1 HY-IN-IVT8-41 (CI OLAND)(6610)()(0)(x79s-up5) (Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz 3601 MHz)(8109) 50 HY-IN-IVT8-42 (SI TAHITI)(678A)()(0)(x79s-up5) (Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz 3601 MHz)(4013) 3 HY-IN-IVT8-43 (CI BONAIRE)(665C)()(0)(x79s-up5) (Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz 3601 MHz)(8109) 7 HY-IN-IVT8-45 (VI TONGA)(6939)()(0)(x79s-up5) (Intel(R) Core(TM) i7-3820 CPU @ 3.60GHz 4001 MHz)(8111) 28 HY-IN-IVT8-46 (SI CAPE VERDE)(6837)()(AAB0)(p9x79) (Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz 3201 MHz)(8139) 15 HY-IN-IVT8-47 (CI MARS)(6601)(CI MARS)(6601)(f2a85xm-d3h) (AMD A10-5800K APU with Radeon(tm) HD Graphics 3800 MHz)(8140) 1 HY-IN-IVT8-48 (CI BONAIRE)(6658)()(0)(crosshair-iv-extreme) (AMD Phenom(tm) II X6 1075T Processor 3010 MHz)(8191) 15 HY-IN-IVT8-51 (SI PITCAIRN)(6819)()(0)(m4a78-e) (AMD Phenom(tm) II X3 720 Processor 2800 MHz)(2048) 1 HY-IN-IVT8-53 (CI MARS)(6601)()(0)(sabertooth-x79) (Intel(R) Core(TM) i7-3960X CPU @ 3.30GHz 3301 MHz)(2025) 75 HY-IN-IVT8-55 (VI TONGA)(6938)()(0)(z97-k) (Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz 3601 MHz)(8136) 18 HY-IN-IVT8-57 (FUSION CARRIZO)(9874)(FUSION CARRIZO)(9874)(gardenia) (AMD Eng Sample: ZM2111C1Y4382_34/21/13/06_9874 2100 MHz)(9701) 1         Driver Count 16.20-160315n-230356E-ATI 25 16.20-160314n-230356E-ATI 1 16.20-160313n-230356E-ATI 11 16.20-160310n-230356E-ATI 2 16.20-160308n-230356E-ATI 2 16.20-160307n-230356E-ATI 1 16.20-160303n-230356E-ATI 12 16.20-160302n-230356E-ATI 2 16.20-160229n-230356E-ATI 1 16.20-160216n-230356E-ATI 9 16.20-160214n-230356E-ATI 1 16.20-160211n-230356E-ATI 3 16.20-160209n-230356E-ATI 1 16.20-160208n-230356E-ATI 10 16.20-160207n-230356E-ATI 2 16.15-160309n-299106E-ATI 1 16.15-160307n-299106E-ATI 2 16.15-160306n-299106E-ATI 24 16.15-160303n-299106E-ATI 2 16.15-160301n-299106E-ATI 2 16.15-160225n-299106E-ATI 1 16.15-160221n-299106E-ATI 1 16.15-160218n-299106E-ATI 1 16.15-160217n-299106E-ATI 1 16.15-160215n-299106E-ATI 1 16.15-160213n-299106E-ATI 10 16.15-160211n-299106E-ATI 1 16.15-160208n-299106E-ATI 1 16.15-160201n-230356E-ATI 12 16.15-160131n-230356E-ATI 12 16.15-160128n-230356E-ATI 14 16.15-160124n-230356E-ATI 1 16.15-160121n-230356E-ATI 2 16.15-160119n-230356E-ATI 1 16.15-160111n-230356E-ATI 3 16.15-160110n-230356E-ATI 12 16.15-160107n-230356E-ATI 4 16.15-160105n-230356E-ATI 1 16.15-160104n-230356E-ATI 1 16.15-151228n-230356E-ATI 2 16.15-151222n-230356E-ATI 1 16.15-151220n-230356E-ATI 14 16.15-151217n-230356E-ATI 2 16.15-151215n-230356E-ATI 1 16.15-151214n-230356E-ATI 1 16.15-151213n-230356E-ATI 12 16.15-151209n-230356E-ATI 2 16.15-151208n-230356E-ATI 13 16.15-151201n-230356E-ATI 2 16.15-151129n-230356E-ATI 1 16.15-151126n-230356E-ATI 3 16.15-151124n-230356E-ATI 2 16.15-151123n-230356E-ATI 12 16.15-151122n-230356E-ATI 1 16.15-151119n-230356E-ATI 1 16.10-160120n-296655E-ATI 4 16.10-160111n-296655E-ATI 2 16.10-160110n-296655E-ATI 13 16.10-160105n-296655E-ATI 1 16.10-160101n-296655E-ATI 15 16.10-151222n-296655E-ATI 1 16.10-151221n-296655E-ATI 1 16.10-151220n-296655E-ATI 2 16.10-151216n-296655E-ATI 2 16.10-151212n-296655E-ATI 26 16.10-151202n-296655E-ATI 1 16.10-151124n-296655E-ATI 2 16.10-151123n-296655E-ATI 9 16.10-151121n-296655E-ATI 2 16.10-151116n-230356E-ATI 1 16.10-151109n-230356E-ATI 1 16.10-151108n-230356E-ATI 4 16.10-151101n-230356E-ATI 1 15.30-151116n-295677E-ATI 1 15.30-151111n-295677E-ATI 3 15.30-151109n-295677E-ATI 2 15.30-151108n-295677E-ATI 1 15.30-151105n-295677E-ATI 1 15.30-151104n-295677E-ATI 3 15.30-151103n-295677E-ATI 1 15.30-151027n-295677E-ATI 1 15.30-151025n-295677E-ATI 3 15.20.1055-150706a-186556C-Acer 2   Impact :  NOt ATI Issues, It's purley ""OS Issue"". Observed  on SI/CI/VI/PI familys Observed on : 16.20,16.15,16.10,15.30 Resolution: OS Issue ??Note:Debugging Details are shared in attachment Dumps: \\hydinlogs01\coredmp$\HY-IN-IVT8\HY-IN-IVT8-45\F2016-03-17-00#28#47#406_2673188.7z \\hydinlogs01\coredmp$\HY-IN-IVT8\HY-IN-IVT8-53\F2016-03-17-00#17#30#696_2673188.7z \\hydinlogs01\coredmp$\HY-IN-IVT8\HY-IN-IVT8-45\F2016-03-17-00#28#47#406_2673188.7z    "
1312,SWDEV-90275,vmahalak,Observing softhang while running Conformance RQ2.0 subtests on Baffin Win10-64 OS,02:00.0,Closed,P2 (Must Solve),Medium,Fixed,,,16.2,No,172591,146402,Content Security,IV,CQE Escape,,Sanity,"ASIC            : AI Baffin ( 67FF) OS               :  Win10-64 Driver          : ?\\amd.com\SWBLDS\DEVONLY\build\1603161900\image\16.20\16.20_BR230356 ? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver from above path and run Conformance test from the path: \\hydingfs\COMMON\Stream\Conformance_Pkg\1185346_1176803_1155019-Mergedpkg\conformance-1185346_1176803_1155019-Mergedpkg-w864a\2.0 or use the following Test-suite: SC_OCL_2.0ConfRQ_W 3. Install pre-requisite Python before running Conformance sub-tests 4. Run the conformance Basic sub-test by the command: C:\python.exe\python 'run_conformance.py', 'opencl_conformance_tests_reallyquick.csv', 'CL_DEVICE_TYPE_GPU' basic Expected Result : No softhang must be observed while running conformance 2.0 ??Actual Result: Observed the following: soft hang while running Basic and Allocations sub-test on Baffin Mobile & Baffin Desktop   Regression:???? On Baffin Desktop with C9810100.19 BIOS, 1603101900 - Pass 1603141900 - Fail   Note: Attached the log file ? ?Observations: ??it is observed that while running Basic test there is a soft hang while running the following sub-test in Basic test . imagedim_non_pow2... ? Triaging: ???Replaced atikmdag.sys file from passing build ( 1603101900 ) to failing build (1603141900?) --> Pass   ?System Configuration :   CPU                : AMD FX(tm)-4100 Quad-Core Processor Sys Mem         : 16330 ASIC                :  AI Baffin ( 67FF ) ?Chipset            : m5a99x-evo? OS                   : Win10-64 OS ( \\hydindrvcache01\images$\10586-Win10TH2-64.GHO )"
1313,SWDEV-90328,vmahalak,CQE_CNext scripts fails to run over A+I configuration,09:00.0,Opened,P3 (Solution Desired),Low,,,,,No,,,Apps-CQE,IV,CQE Escape,,Sanity,"[Detailed_Description]: CQE_CNext scripts fails to run over A+I configuration Testset: IV_AutoN_CN_L1 OS : Win10-64/Win7-64 OS Configuration: PX- A+I, Broadwell+CI SUN, HPlaptop. Expected: All the steps of the testcase should be passed Actual: The test-cases fail to run and test status is shown as not completed Testcases resulting in Not compelted state: CQE_CNext_Main_UI_Check CQE_CNext_Notifications_MainUI     Logs:  \\hydinlogs01\logs$\HY-IN-IVT5\HY-IN-IVT5-07\CQE_CNext_Main_UI_Check_2016-03-18-10#13#53#121 \\hydinlogs01\logs$\HY-IN-IVT5\HY-IN-IVT5-07\CQE_CNext_Notifications_MainUI_2016-03-18-10#15#39#067 \\hydinlogs01\logs$\HY-IN-IVT5\HY-IN-IVT5-17\CQE_CNext_Main_UI_Check_2016-03-18-10#09#03#359"
1314,SWDEV-90614,rnayak,[IV][Win10-64bit] Video is going to ON/OFF during running PCmark8 (video group chat v2) subtest,05:00.0,Closed,P1 (Gating),High,Fixed,Mar 23 2016 2:54PM,,16.2,No,172591,2674663,Radeon Compute Runtime_OpenCL,IV,CQE Escape,,,"Configuration ------------------ CPU: AMD A10-8700p R6, 10 compute cores4C+6G 1.80GHz OS : Win10-64bit , 10586.Th2 image Chipset    80af ASIC : FUSION CARIZO Device ID : 9874 Machine : HY-IN-IVT1-116 CPU: AMD A10-7850k R7, 12 compute cores4C+8G 3.70GHz OS : Win10-64bit , 10586.Th2 image Chipset    p8p67 ASIC : AI ELLESMERE Device ID : 67DF Machine : HY-IN-IVT1-107 Build Location : \\hydincbt03\build\1603221900\image\16.20\16.20_BR230356   Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said mainline nightly driver  - Install PCmark8 thru TACC or manually Test set: BV_Inst_PCM8_419 [Ver:517] - Launch PCmark8 bench and go to Developer->Creative2.0->Select Video group chat v2 - wait for 5 minutes to observed Video ON/OFF Expected: ---------- Video group chat v2 subtest should run properly with apropriate results Actual: --------- Video ON/OFF observed during  running Video group chat v2   Regression: ------------------ 16.20-160321n-230356E-ATI - PASS 16.20-160322n-230356E-ATI - FAIL Triaging -------- After swaping OCL components from passing build (16.20-160321n-230356E-ATI) to failling build (16.20-160322n-230356E-ATI) Video ON/OFF is not observed. ?"
1315,SWDEV-90814,rnayak,[IV][Win7-64bit/Win10_64bit] System crash observed during running PCmark8 (Main stream gaming part 1) subtest,27:00.0,Closed,P1 (Gating),Critical,Workaround,Mar 28 2016 1:44PM,,16.2,No,172591,155697,Base Graphics Driver Triage,IV,CQE Escape,,,"Configuration ------------------ CPU: AMD A-10 7850k Radeon R7, 12 compute cores4C+8G 3.70GHz OS : Win7-64bit , I image Chipset    f2a88xm-d3h ASIC : FUSION KAVERI SPECTRE Device ID : 130F Machine : HY-IN-IVT1-11 Build Location : \\hydincbt03\build\1603271900\image\16.20\16.20_BR230356   Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said mainline nightly driver  - Install PCmark8 thru TACC or manually Test set: NPI_Install_PCMark_8 [Ver:517] - Launch PCmark8 bench and go to Developer->Creative3.0->Select Main stream gaming part 1 - wait for 1-2 minutes to observed the System crash   Expected: ---------- PCmark8(Main stream gaming part 1) subtest should run properly with appropriate results Actual: --------- System crash is observed during running PCmark8 (Main stream gaming part 1)subtest Regression: ------------------ 16.20-160323n-230356E-ATI - PASS 16.20-160327n-230356E-ATI - FAIL   Triaging -------- After swaping atikmdag.sys file from passing build (16.20-160323n-230356E-ATI) to failling build (16.20-160327n-230356E-ATI) System crash is not observed ? Dump analysis: On analyzing the dump its pointing to the following bucket id: FAILURE_ID_HASH_STRING:  km:x64_0x116_image_atikmpag.sys? ??dumps found at:? \\hydinlogs01\coredmp$\HY-IN-IVT1\HY-IN-IVT1-11\F2016-03-28-07#54#06#000_155697 NOTE ===== TDR encountered on Win10_64bit (CI SUN) during running PCMARK8 ( Mainstream gaming part 1) subtest   System rebooted and hanged on Win10_64bit (AI BAFFIN) during running compubench cl benchmark"
1316,SWDEV-90817,vmahalak,BSOD observed during driver installation over Kaveri PX,51:00.0,Closed,P1 (Gating),Critical,Workaround,,,16.2,Yes,172591,2673860,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,ASIC            : Kaveri PX ( 130c ( KV Spectre) +6640 ( Saturn XT) )? OS               :  Win10-64 Driver          : ?\\amd.com\SWBLDS\DEVONLY\build\1603271900\image\16.20\16.20_BR230356 ? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver through inf from above path and notice the issue Expected Result : System should run smoothly without any BSOD  ??Actual Result: BSOD is observed during driver installation   Regression:???? 1603271900 --> Fail 1603231900 --> Pass   Dump analysis: On analyzing the dump its pointing to the following bucket id: FAILURE_ID_HASH_STRING:  km:x64_0x116_image_atikmpag.sys? Note: Attached the log file dumps found at: \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-23\F2016-03-28-10#30#20#949_2673155.7z \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-23\F2016-03-28-10#25#17#068_145726.7z   Observations: 1. Observing BSOD with both fullbuild and inf installation. 2. Observing BSOD during driver installation on the following configurations: Kaveri PX ( 1318 ( KV Spectre) +6606(Mars) ; Win7-64 OS) Kaveri PX ( 130c ( KV Spectre ) +6640 ( saturn XT); Win10-64 OS). 3. During driver installation over Win10-64 OS the machine doesn't boot up where as on Win7-64 continous BSOD is observed   ??Note: Also observing TDR's randomly on mutliple configurations and on analyzing the mini dump its pointing to the bucket id:? km:lkd_0x141_image_atikmpag.sys and suspected to be the same root cause Configurations: AI Ellesmere ( Win10-64; 67DF) Fusion Kabini ( Win7-64; 983D) Fusion Kabini ( Win10-32; 983D) SI Tahiti ( win10-64; 6798CF) SI Pitcairn ( Win10-32 ; 6811 CF) dump: \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-17\F2016-03-28-09#57#25#286_145726.7z   System Configuration : CPU                : AMD Eng Sample: ZM277092H4468_36/27/15/06_130Ch 2.70GHz? Sys Mem         : 5095 ASIC                :  Kaveri PX ( 130c+6640) ?Chipset            : ballina? OS                   : Win10-64 OS ( \\hydindrvcache01\images$\10586-Win10TH2-64.GHO )  
1317,SWDEV-90970,akondapa,Mainline Centralized Build 1603281900 failed due to ERROR: Monet Packaging failed for CN\cnext\cnext64,39:00.0,Closed,P1 (Gating),Critical,Rejected - Unable to Reproduce,,,16.2,Yes,172591,0,Radeon Settings,IV,CQE Escape,,Sanity,"[2016-03-31 edlo] Please refer to the attached email for more information. According to the Microsoft article at https://support.microsoft.com/en-in/kb/195738, this issue is caused by the compiler exceeding the memory allocation limit.  This issue is highly intermittent and happens very infrequently.  The build servers on which this build was made has plenty of RAM to be allocated. As per the resolution suggested in the Microsoft article, CN script files/make files may possibly be updated to forcibly allocate more memory during build time.  The build team can help on testing this when the CN changes are available. [2016-03-31 edlo] ================================================== Mainline Centralized Build 1603281900 failed due to ERROR: Monet Packaging failed for CN\cnext\cnext64 Attached notification mail Regression: 1603281900 - Fail 1603271900 - Pass log: \\hydincbt03\build\1603281900\raw\log\BldError.html"
1318,SWDEV-91060,akondapa,Mainline Centralized Build 1603291900 failed due to ERROR: INF File Syntax Checker test failures,30:00.0,Closed,P1 (Gating),Critical,Fixed,Mar 30 2016 5:36AM,16.2,16.2,Yes,172591,0,UDX (DX9),IV,CQE Escape,,Sanity,Mainline Centralized Build 1603291900 failed due to ERROR: INF File Syntax Checker test failures Attached notification mail Regression: 1603291900 - Fail 1603271900 - Pass log: \\hydincbt03\build\1603291900\raw\log\BldError.html
1319,SWDEV-91076,vmahalak,BSOD observed on reboot after driver installation over Kaveri PX Win10-64 OS,44:00.0,Closed,P1 (Gating),High,Fixed,Mar 30 2016 3:36PM,16.2,16.2,No,172591,2673860,KMD-Triage,IV,CQE Escape,,Sanity,ASIC            : Kaveri PX ( 130c ( KV Spectre) +6640 ( Saturn XT) )? OS               :  Win10-64 Driver          : ? \\hydingfs\TACC\builds\1603290817\16.20_BR230356? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver through inf from above path and notice the issue Expected Result : System should run smoothly without any BSOD  ??Actual Result: BSOD is observed on reboot after driver installation   Regression:???? 1603290817 --> Fail   Dump analysis: On analyzing the dump its pointing to the following bucket id: FAILURE_ID_HASH_STRING:  km:av_atikmdag!cleanupsoftwarecomponents? Note: Attached the log file dumps found at: \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-61\F2016-03-30-14#55#24#471_0.7z   Observations: 1. Observing BSOD with both fullbuild and inf installation.   System Configuration : CPU                : AMD Eng Sample: ZM277092H4468_36/27/15/06_130Ch 2.70GHz? Sys Mem         : 5095 ASIC                :  Kaveri PX ( 130c+6640) ?Chipset            : ballina? OS                   : Win10-64 OS ( \\hydindrvcache01\images$\10586-Win10TH2-64.GHO )
1320,SWDEV-91159,rnayak,[IV][Win10-64bit] Video is going to ON/OFF during running PCmark8 (video group chat v2) subtest,09:00.0,Closed,P1 (Gating),High,Workaround,Mar 31 2016 4:09PM,16.2,16.2,No,172591,2674663,Radeon Compute Triage_OpenCL,IV,CQE Escape,,,"Configuration ------------------ CPU: AMD A10-8700p R6, 10 compute cores4C+6G 1.80GHz OS : Win10-64bit , 10586.Th2 image Chipset    80af ASIC : FUSION CARIZO Device ID : 9874 Machine : HY-IN-IVT1-116   Build Location : \\hydincbt03\build\1603301900\image\16.20\16.20_BR230356   Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said mainline nightly driver  - Install PCmark8 thru TACC or manually Test set: BV_Inst_PCM8_419 [Ver:517] - Launch PCmark8 bench and go to Developer->Creative2.0->Select Video group chat v2 - wait for 5 minutes to observed Video ON/OFF Expected: ---------- Video group chat v2 subtest should run properly with apropriate results Actual: --------- Video ON/OFF observed during  running Video group chat v2   Regression: ------------------ 16.20-160327n-230356E-ATI - PASS 16.20-160330n-230356E-ATI - FAIL Triaging -------- After swaping OCL components from passing build (16.20-160327n-230356E-ATI) to failling build (16.20-160330n-230356E-ATI) Video ON/OFF is not observed."
1321,SWDEV-91166,vmahalak,Observing Blank Screen/crash while running Mantle sample across Kabini,24:00.0,Closed,P3 (Solution Desired),Medium,,,,16.4,No,168876,2674512,Mantle,IV,CQE Escape,,Sanity,ASIC            : Fusion Kabini laptop ( 983D) OS               :  Win10-32 Driver          : ? \\amd.com\SWBLDS\DEVONLY\build\1603301900\image\16.20\16.20_BR230356 ? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver from above and try to launch any Mantle sample from the path \\hydingfs\BV\MM\Shared\1rr\Mantle\SDKPackageV0.10\bin\rel and notice the issue. Expected Result : No Blank Screen/Sample Crash must be observed ??Actual Result: Observed that the system goes blank within few seconds after the launch of Mantle sample and system needs to be hard rebooted in order to up the machine across Win10-32 OS. The Sample crashes across Win7-64 OS     Dump analysis: ???TDR get's generated across Win10-32 OS on hard reboot. On analyzing the dump its pointing to the following bucket id: FAILURE_ID_HASH_STRING:  km:lkd_0x141_image_atikmpag.sys? Note: Attached the log file dumps found at: \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-82\F2016-03-31-17#20#13#630_269177.7z Observations: ??Observed that : 1. The Mantle Sample crashes across Win7-64 OS on Kabini laptop (983D).  Attached screen shot for Win7-64 Sample crash 2. Blank Screen is observed within few seconds of the launch of the Mantle sample on Win10-32 Kabini laptop (983D) System Configuration : CPU                : Quad-Core Processor (up to 1.4GHz) 1.00GHz? Sys Mem         : 2519 ASIC                : Fusion Kabini laptop ( 983D) ?Chipset            : np905s3g-k02sg? OS                   : Win10-32 OS ( \\hydindrvcache01\images$\TH2W10-10586-32.GHO )
1322,SWDEV-91265,akondapa,Mainline Centralized Build 1603311900 failed due to ERROR: INF File Syntax Checker test failures,08:00.0,Closed,P1 (Gating),Critical,Fixed,Apr 1 2016 1:11PM,,16.2,Yes,172591,0,Vulkan,IV,CQE Escape,,Sanity,Mainline Centralized Build 1603311900 failed due to ERROR: INF File Syntax Checker test failures Attached notification mail Regression: 1603311900 - Fail 1603301900 - Pass log: \\hydincbt03\build\1603311900\raw\log\BldError.html
1323,SWDEV-91374,vmahalak,Driver is taking more than ~20 mins through setup to install on multiple configurations,40:00.0,Closed,P1 (Gating),High,Fixed,Apr 6 2016 7:19AM,16.2,16.2,No,172591,2673860,Windows Install,IV,CQE Escape,,Sanity,ASIC            : Kaveri PX ( 1318+ CI Mars (6606)) OS               :  Win7-64 OS Driver          : ? \\amd.com\SWBLDS\DEVONLY\build\1604031900\image\16.20\16.20_BR230356 ? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver through setup from above path and notice the issue Expected Result : Driver should install ideally within 5 mins  ??Actual Result: Driver takes lot of time to install and it's taking around 20~25 mins to install on multiple configurations. The issue is observed with both automation and manual installation of driver. Attaching log files of one such configuration: CZ PX ( 9834+ VI Topaz (6900)) : \\hydinlogs01\logs$\HY-IN-IVT5\HY-IN-IVT5-03\TA_InstallNextDriver_Express_2016-04-04-09#31#10#091   Regression: ???1604031900 --> Fail 1603151900 --> Fail 1603141900 --> Pass Observations: Issue not observed through inf install?? Observed that the driver installs around 20~25 mins on mutliple configurations: CZ PX ( 9834+ VI Topaz (6900);Win10-64 OS) Stoney PX ( 98E4+ VI Meso (6900); Win10-64 OS) Kaveri PX ( 130C + CI Saturn ( 6640); Win10-64 OS) CI Mars ( 6601; Win10-32 OS) System Configuration : CPU                : AMD Eng Sample: ZM187094H4468_30/18/12/05_1318h Sys Mem         : 3559 ASIC                : Kaveri PX ( 1318+ CI Mars (6606)) ?Chipset            : ballina OS                   : Win7-64 OS ( \\hydindrvcache01\Images\W764I.GHO )
1324,SWDEV-91487,rnayak,[IV][Win10_32bit][TAHITI Firepro DID:678A] BSOD observed during running Unigine heaven DX11 and Unigine Valley DX11,57:00.0,Closed,P3 (Solution Desired),Medium,Rejected - Duplicate,,,16.2,No,172591,143077,DAL Triage,IV,CQE Escape,,Performance,"Configuration ---------------------------------- Win10 32 bit  ====== CPU:AMD A10-7850k Radeon R7 compute cores 4C+8G 3.70 GHz OS : Win10-32bit , 10568 Chipset    a88x-pro ASIC :SI TAHITI Firepro Device ID : 678A   Build Location : \\hydincbt03\build\1604041900\image\16.20\16.20_BR230356 Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said driver  - Install unigine valley 1.0 or heaven 4.0  - Run unigine heaven or valley through TACC or manual to observed BSOD   Expected: --------------- Unigine valley and unigine heaven should run properly with apropriate results Actual: ----------- BSOD observed during running unigine valley or heaven  Regression: ------------------ 16.20-160403n-230356E-ATI - PASS 16.20-160404n-230356E-ATI - FAIL   Dump file ------------- Path- ""\\hydinlogs01\coredmp$\HY-IN-IVT1\HY-IN-IVT1-109\F2016-04-05-11#50#20#762_138674.7z"" Buket ID- km:0x1e_c0000002_atikmdag!datacontainer::getperediddatalink ?   NOTE ---------- Issue specific to TAHITI FirePRO DID:678A"
